,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
94,ENTX,Minrav Building,Jerusalem,,9112002,Israel,http://www.enterabio.com,Biotechnology,Healthcare,"Entera Bio Ltd., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of orally delivered large molecule therapeutics for unmet medical needs. The company's lead product candidates include the EB612, an oral para...",2020-12-20
95,EVER,210 Broadway,Cambridge,MA,02139,United States,http://www.everquote.com,Internet Content & Information,Communication Services,"EverQuote, Inc. operates an online marketplace for insurance shopping in the United States. Its online marketplace offers consumers shopping for auto, home and renters, life, health, and commercial insurance. The company serves carriers, agents, and in...",2020-12-20
96,STIM,3222 Phoenixville Pike,Malvern,PA,19355,United States,http://www.neurostar.com,Diagnostics & Research,Healthcare,"Neuronetics, Inc., a commercial stage medical technology company, designs, develops, and markets products for patients with psychiatric disorders in the United States and internationally. The company offers NeuroStar Advanced Therapy System, a non-inva...",2020-12-20
97,TBIO,29 Hartwell Avenue,Lexington,MA,02421,United States,http://www.translate.bio,Biotechnology,Healthcare,"Translate Bio, Inc., a clinical-stage messenger RNA (mRNA) therapeutics company, develops medicines to treat diseases caused by protein or gene dysfunction. The company is developing MRT5005, which is in Phase I/II clinical trial for the treatment of c...",2020-12-20
98,TCDA,7000 Shoreline Court,South San Francisco,CA,94080,United States,http://www.tricida.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Tricida, Inc., a pharmaceutical company, focuses on the development and commercialization of its drug candidate, TRC101, a non-absorbed, orally-administered polymer designed as a potential treatment for metabolic acidosis in patients with chronic kidne...",2020-12-20
99,UXIN,"LSHM Center, Tower E",Beijing,,100102,China,http://www.xin.com,Internet Content & Information,Communication Services,"Uxin Limited, an investment holding company, operates a used car e-commerce platform in China. It provides selection of used cars, evaluation of car condition, various car-related value-added products and services, and supporting services to online use...",2020-12-20
100,LOVE,Two Landmark Square,Stamford,CT,06901,United States,http://www.lovesac.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"The Lovesac Company designs, manufactures, and sells foam filled furniture, sectional couches, and related accessories. The company offers sactionals, such as seats and sides; sacs, including foam beanbag chairs; and accessories comprising drink holder...",2020-12-20
101,HYRE,355 South Grand Avenue,Los Angeles,CA,90071,United States,http://www.hyrecar.com,Rental & Leasing Services,Industrials,"HyreCar Inc., together with subsidiaries, operates a web-based car-sharing marketplace in the United States. Its marketplace allows car owners to rent their idle cars to ride-sharing service drivers, such as Uber and Lyft drivers. HyreCar Inc. was foun...",2020-12-20
102,GLDM,,,,,,,,,"The investment seeks to reflect the performance of the price of gold bullion, less the expenses of operations.
 The Shares are designed for investors who want a cost-effective and convenient way to invest in gold. Advantages of investing in the Shares ...",2020-12-20
103,ECOR,150 Allen Road,Basking Ridge,NJ,07920,United States,http://www.electrocore.com,Medical Instruments & Supplies,Healthcare,"electroCore, Inc., a commercial stage medical device company, engages in the development and commercialization of a range of patient administered non-invasive vagus nerve stimulation (nVNS) therapies. The company is developing gammaCore, a prescription...",2020-12-20
104,AMBO,"Tower 1, Chang'an Center",Beijing,,100043,China,http://www.ambow.com,Education & Training Services,Consumer Defensive,"Ambow Education Holding Ltd. provides educational and career enhancement services and products to students, recent graduates, and corporate employees and management in the People's Republic of China. The company operates through two segments, K-12 Scho...",2020-12-20
105,ADIL,1180 Seminole Trail,Charlottesville,VA,22901,United States,http://www.adialpharma.com,Biotechnology,Healthcare,"Adial Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development of treatment for addictions. Its lead product is AD04, a selective serotonin-3 antagonist for the treatment of alcohol use disorder. The company was fou...",2020-12-20
106,RUBY,399 Binney Street,Cambridge,MA,02139,United States,http://www.rubiustx.com,Biotechnology,Healthcare,"Rubius Therapeutics, Inc. focuses on the development of red cell therapeutics (RCTs) for the treatment of patients with severe diseases. The company is developing RTX-240 and RTX-224 for the treatment of cancer; and RTX-aAPC to treat solid and hematolo...",2020-12-20
107,CCB,5415 Evergreen Way,Everett,WA,98203,United States,http://www.coastalbank.com,Banks—Regional,Financial Services,Coastal Financial Corporation operates as the bank holding company for Coastal Community Bank that provides various banking products and services to consumers and small to medium-sized businesses in the Puget Sound region in Washington. It accepts a ra...,2020-12-20
108,CRNX,Building No. 2,San Diego,CA,92121,United States,http://www.crinetics.com,Biotechnology,Healthcare,"Crinetics Pharmaceuticals, Inc., a clinical stage pharmaceutical company, focuses on the discovery, development, and commercialization of therapeutics for rare endocrine diseases and endocrine-related tumors. Its lead product candidate is paltusotine, ...",2020-12-20
109,ALLK,975 Island Drive,Redwood City,CA,94065,United States,http://www.allakos.com,Biotechnology,Healthcare,"Allakos Inc. operates as a clinical stage biopharmaceutical company. The company is developing antolimab (AK002) for the treatment of eosinophilic gastritis and eosinophilic gastroenteritis, chronic urticaria, indolent systemic mastocytosis, and severe...",2020-12-20
110,MYFW,1900 16th Street,Denver,CO,80202,United States,http://www.myfw.com,Banks—Regional,Financial Services,"First Western Financial, Inc., a financial holding company, provides wealth management, private banking, personal trust, investment management, mortgage lending, and institutional asset management services. The company operates through three segments: ...",2020-12-20
111,TLRY,1100 Maughan Road,Nanaimo,BC,V9X IJ2,Canada,http://www.tilray.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Tilray, Inc. engages in the research, cultivation, processing, and distribution of medical cannabis. The company offers its products to patients, physicians, pharmacies, governments, and hospitals; and for researchers for commercial purposes, as well a...",2020-12-20
112,CNST,215 First Street,Cambridge,MA,02142,United States,http://www.constellationpharma.com,Biotechnology,Healthcare,"Constellation Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, discovers and develops therapeutics to address serious unmet medical needs in patients with cancers associated with abnormal gene expression or drug resistance. Its lead p...",2020-12-20
113,ESTA,Buildings B15 and 25,Alajuela,,,Costa Rica,http://www.establishmentlabs.com,Medical Devices,Healthcare,"Establishment Labs Holdings Inc., a medical technology company, manufactures and markets medical devices for aesthetic and reconstructive plastic surgery. The company primarily offers silicone gel-filled breast implants under Motiva Implants brand name...",2020-12-20
114,REPL,500 Unicorn Park,Woburn,MA,01801,United States,http://replimune.com,Biotechnology,Healthcare,"Replimune Group, Inc., a biotechnology company, develops oncolytic immune-gene therapies to treat cancer. It uses its proprietary Immulytic platform to design and develop product candidates that are intended to activate the immune system against cancer...",2020-12-20
115,PRVB,PO Box 666,Oldwick,NJ,08858,United States,http://www.proventionbio.com,Biotechnology,Healthcare,"Provention Bio, Inc., a clinical stage biopharmaceutical company, focuses on the development and commercialization of therapeutics and solutions to intercept and prevent immune-mediated diseases. Its products candidates include PRV-031 teplizumab and m...",2020-12-20
116,BE,4353 North First Street,San Jose,CA,95134,United States,http://www.bloomenergy.com,Electrical Equipment & Parts,Industrials,"Bloom Energy Corporation designs, manufactures, and sells solid-oxide fuel cell systems for on-site power generation. It offers Bloom Energy Server, a stationary power generation platform that converts standard low-pressure natural gas, biogas, or hydr...",2020-12-20
117,DAVA,125 Old Broad Street,London,,EC2N 1AR,United Kingdom,http://www.endava.com,Software—Infrastructure,Technology,"Endava plc provides technology services for clients in the consumer products, healthcare, logistics, and retail verticals in Europe, Latin America, and North America. It offers technology and digital advisory services for financial services, healthcare...",2020-12-20
