,symbol,address,city,state,zip_code,country,website,industry,sector,business_summary,date_pulled
264,GFL,100 New Park Place,Vaughan,ON,L4K 0H9,Canada,http://www.gflenv.com,Waste Management,Industrials,"GFL Environmental Inc. operates as a diversified environmental services company in North America. The company offers non-hazardous solid waste management, infrastructure and soil remediation, and liquid waste management services. Its solid waste management business line includes the collection, transportation, transfer, recycling, and disposal of non-hazardous solid waste for municipal, residential, and commercial and industrial customers. The company's infrastructure and soil remediation business line provides remediation of contaminated soils, as well as complementary services, including civil, demolition, and excavation and shoring services. Its liquid waste management business collects, transports, processes, recycles, and/or disposes a range of liquid wastes from commercial and industrial customers. The company was founded in 2007 and is headquartered in Vaughan, Canada....",2020-12-26
265,GH,505 Penobscot Drive,Redwood City,CA,94063,United States,http://guardanthealth.com,Diagnostics & Research,Healthcare,"Guardant Health, Inc., a precision oncology company, provides blood tests, data sets, and analytics in the United States and internationally. The company offers liquid biopsy tests for advanced stage cancer, such as Guardant360, a molecular diagnostic test that measures various cancer-related genes; and GuardantOMNI, a broader gene panel, including genes associated with homologous recombination repair deficiency and biomarkers for immuno-oncology applications. It also provides LUNAR-1 for minimal residual disease and recurrence detection in cancer survivors. In addition, the company is developing LUNAR-2 for early detection of cancer in higher risk individuals. Further, it offers development services, including companion diagnostic development and regulatory approval, clinical trial referral, and liquid biopsy testing development and support services to biopharmaceutical companies and medical institutions. The company has collaboration agreement with Radius Health, Inc. to develop...",2020-12-26
266,GHG,2451 Hongqiao Road,Shanghai,,200335,China,http://www.998.com,Lodging,Consumer Cyclical,"GreenTree Hospitality Group Ltd., through its subsidiaries, develops leased-and-operated, and franchised-and-managed hotels under the GreenTree brand in the People's Republic of China. As of December 31, 2019, it operated 34 leased-and-operated hotels; and had franchised-and-managed hotels network consisting of 3,957 hotels with 290,026 rooms in operation covering 339 cities in China, and an additional 949 hotels with 68,522 rooms that were contracted for or under development. The company was founded in 2004 and is headquartered in Shanghai, the People's Republic of China. GreenTree Hospitality Group Ltd. is a subsidiary of GreenTree Inns Hotel Management Group, Inc....",2020-12-26
267,GHIVU,9800 Wilshire Boulevard,Beverly Hills,CA,90212,United States,http://www.gores.com,Shell Companies,Financial Services,"Gores Holdings IV, Inc. intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or related business combination with one or more businesses. The company was founded in 2019 and is based in Beverly Hills, California....",2020-12-26
268,GHLD,5887 Copley Drive,San Diego,CA,92111,United States,http://www.guildmortgage.com,Mortgage Finance,Financial Services,"Guild Holdings Company, a mortgage company, originates, sells, and services residential mortgage loans in the United States. The company operates approximately 200 branches with licenses in 48 states. It originates residential mortgage through retail and correspondent channels. The company was founded in 1960 and is based in San Diego, California....",2020-12-26
269,GHSI,15150 Avenue of Science,San Diego,CA,92128,United States,http://www.guardionhealth.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Guardion Health Sciences, Inc., together with its subsidiaries, operates as a specialty health sciences company in the United States. It operates in two segments, Medical Foods and Medical Devices. The Medical Foods segment offers Lumega-Z, a medical food that replenishes and restores the macular protective pigment; and GlaucoCetin, a vision-specific medical food to support and protect the mitochondrial function of optic nerve cells, as well as improve blood flow in the ophthalmic artery in patients with glaucoma. The Medical Devices segment offers VectorVision, which develops, manufactures, and sells equipment and supplies for standardized vision testing for use by eye doctors in clinical trials, real-world vision evaluation, and industrial vision testing; CSV-1000, an instrument for contrast sensitivity, glare sensitivity, low contrast acuity, and early treatment diabetic retinopathy; CSV-2000, a digital standardized contrast sensitivity testing device; and MapcatSF, a medical d...",2020-12-26
270,GHVIU,6260 Lookout Road,Boulder,CO,80301,United States,,Shell Companies,Financial Services,"Gores Holdings VI, Inc. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or business combination with one or more businesses. The company was founded in 2020 and is based in Boulder, Colorado....",2020-12-26
271,GLAQU,805 3rd Avenue,New York,NY,10022,United States,,,,,2020-12-26
272,GLDM,,,,,,,,,"The investment seeks to reflect the performance of the price of gold bullion, less the expenses of operations.
 The Shares are designed for investors who want a cost-effective and convenient way to invest in gold. Advantages of investing in the Shares include ease and flexibility of investment and expenses....",2020-12-26
273,GLSI,Building 14,Stafford,TX,77477,United States,http://www.greenwichlifesciences.com,Biotechnology,Healthcare,"Greenwich LifeSciences, Inc., a clinical stage biopharmaceutical company, focuses on the development of novel cancer immunotherapies for breast cancer and other human epidermal growth factor receptor 2/neu-expressing (HER2/neu) cancers. Its lead product candidate is the GP2, an immunotherapy, which has completed Phase IIb clinical trial to prevent recurrence of breast cancer following surgery. The company was formerly known as Norwell, Inc. and changed its name to Greenwich LifeSciences, Inc. in March 2018. Greenwich LifeSciences, Inc. was founded in 2006 and is headquartered in Stafford, Texas....",2020-12-26
